Attrition,BusinessTravel,DailyRate,DistanceFromHome,EducationField,EmployeeID,EnvironmentSatisfaction,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,TenureGroupID,SalaryBandID
No,Travel_Rarely,584,22,Medical,1665,Medium,3,Manager,High,Married,17426,No,1,6,10,3,4
No,Travel_Rarely,1291,15,Life Sciences,1666,High,2,Research Director,High,Married,17603,No,1,3,14,4,4
Yes,Travel_Frequently,880,12,Other,1667,Very High,3,Sales Executive,Very High,Single,4581,Yes,0,2,11,4,2
No,Travel_Frequently,1189,1,Life Sciences,1668,Very High,3,Research Scientist,Very High,Married,4735,No,2,4,13,4,2
No,Travel_Rarely,991,5,Medical,1669,Low,2,Sales Executive,Medium,Divorced,4187,Yes,1,3,10,3,2
No,Travel_Rarely,392,2,Medical,1670,Very High,3,Sales Executive,Very High,Divorced,5505,No,2,5,6,3,3
No,Travel_Rarely,977,2,Medical,1671,Very High,3,Research Scientist,Medium,Divorced,5470,No,2,4,9,3,3
No,Travel_Rarely,1112,5,Life Sciences,1673,Low,3,Sales Executive,Very High,Married,5476,No,2,2,10,3,3
No,Travel_Rarely,464,16,Medical,1674,Very High,3,Laboratory Technician,Low,Divorced,2587,Yes,1,2,2,1,1
No,Travel_Frequently,148,2,Medical,1675,Very High,2,Laboratory Technician,Medium,Single,2440,No,0,3,4,2,1
No,Travel_Rarely,1225,2,Life Sciences,1676,Medium,4,Manager,Medium,Divorced,15972,No,3,2,3,2,4
No,Travel_Rarely,809,1,Life Sciences,1677,High,3,Manager,High,Single,15379,No,0,2,8,3,4
No,Travel_Rarely,1206,23,Life Sciences,1678,Very High,3,Sales Executive,High,Single,7082,Yes,0,2,2,1,3
No,Travel_Rarely,727,9,Life Sciences,1680,Very High,3,Sales Representative,Low,Single,2728,No,0,3,2,1,1
No,Non-Travel,530,16,Life Sciences,1681,High,3,Sales Executive,Very High,Divorced,5368,Yes,1,2,6,3,3
No,Travel_Rarely,1351,26,Life Sciences,1682,Low,3,Healthcare Representative,High,Married,5347,No,2,2,3,2,3
No,Travel_Rarely,528,1,Life Sciences,1683,High,3,Human Resources,Very High,Divorced,3195,Yes,3,2,2,1,2
Yes,Travel_Rarely,1320,8,Medical,1684,Very High,2,Laboratory Technician,High,Single,3989,Yes,0,2,5,2,2
No,Travel_Rarely,1495,4,Medical,1687,Very High,3,Laboratory Technician,High,Married,3306,No,1,5,0,1,2
No,Travel_Rarely,1395,24,Medical,1689,Medium,4,Healthcare Representative,Very High,Married,7005,No,0,2,4,2,3
Yes,Travel_Frequently,708,7,Medical,1691,Very High,3,Sales Representative,High,Married,2655,Yes,2,3,9,3,1
Yes,Travel_Rarely,1259,2,Life Sciences,1692,Very High,3,Laboratory Technician,Medium,Single,1393,No,0,2,1,1,1
No,Non-Travel,786,7,Medical,1693,Very High,3,Laboratory Technician,Very High,Single,2570,No,0,5,7,3,1
No,Travel_Rarely,1441,22,Technical Degree,1694,Low,2,Research Scientist,Medium,Divorced,3537,No,1,1,4,2,2
No,Travel_Rarely,1157,5,Medical,1696,Medium,2,Laboratory Technician,Very High,Married,3986,No,1,3,15,4,2
No,Travel_Rarely,370,1,Medical,1697,High,1,Healthcare Representative,Very High,Divorced,10883,No,1,2,1,1,4
No,Travel_Rarely,267,21,Medical,1698,Medium,4,Laboratory Technician,Medium,Married,2028,No,3,6,14,4,1
No,Travel_Frequently,1278,1,Medical,1700,High,1,Sales Executive,Very High,Divorced,9525,No,2,2,6,3,4
No,Travel_Rarely,678,19,Life Sciences,1701,Medium,2,Research Scientist,Very High,Married,2929,No,0,3,10,3,2
Yes,Travel_Rarely,427,7,Life Sciences,1702,High,3,Sales Representative,Very High,Divorced,2275,Yes,1,2,3,2,1
No,Travel_Rarely,921,2,Life Sciences,1703,High,4,Healthcare Representative,Very High,Married,7879,Yes,1,2,8,3,3
No,Travel_Frequently,146,2,Medical,1704,Low,2,Research Scientist,Very High,Single,4930,Yes,0,2,5,2,3
No,Travel_Rarely,1179,2,Medical,1706,Very High,3,Sales Executive,Very High,Married,7847,Yes,1,3,10,3,3
No,Travel_Rarely,581,9,Medical,1707,High,4,Research Scientist,High,Married,4401,No,1,1,5,2,2
No,Travel_Rarely,918,6,Marketing,1708,Very High,3,Sales Executive,High,Single,9241,No,0,3,10,3,4
No,Travel_Rarely,1082,9,Medical,1709,Very High,3,Laboratory Technician,High,Married,2974,No,1,2,5,2,2
No,Travel_Rarely,530,2,Life Sciences,1710,High,3,Sales Representative,Very High,Single,4502,No,0,2,13,4,2
No,Non-Travel,1238,1,Life Sciences,1712,High,2,Healthcare Representative,High,Married,10748,No,1,3,23,4,4
Yes,Travel_Rarely,240,22,Human Resources,1714,Very High,1,Human Resources,High,Married,1555,No,1,2,1,1,1
Yes,Travel_Frequently,1093,9,Life Sciences,1716,High,1,Sales Executive,High,Married,12936,No,0,3,23,4,4
No,Travel_Rarely,390,17,Medical,1718,Very High,1,Laboratory Technician,High,Married,2305,No,3,3,3,2,1
No,Travel_Rarely,1005,28,Technical Degree,1719,Very High,2,Research Director,Medium,Single,16704,No,0,2,21,4,4
No,Travel_Frequently,585,10,Life Sciences,1720,Low,3,Research Scientist,High,Married,3433,No,1,3,5,2,2
No,Travel_Rarely,741,2,Life Sciences,1721,Medium,3,Laboratory Technician,High,Married,3477,No,1,2,5,2,2
No,Non-Travel,552,4,Human Resources,1722,High,1,Human Resources,Medium,Married,6430,No,1,4,3,2,3
No,Travel_Rarely,369,8,Life Sciences,1724,Medium,3,Manufacturing Director,Low,Married,6516,Yes,1,3,1,1,3
No,Travel_Rarely,506,29,Medical,1725,Medium,3,Laboratory Technician,Low,Divorced,3907,No,3,2,6,3,2
No,Travel_Rarely,717,13,Life Sciences,1727,High,3,Healthcare Representative,Medium,Single,5562,No,0,3,10,3,3
No,Travel_Rarely,1370,27,Life Sciences,1728,Very High,3,Manufacturing Director,High,Married,6883,No,1,3,7,3,3
No,Travel_Rarely,793,16,Life Sciences,1729,Medium,3,Research Scientist,Very High,Married,2862,No,1,2,10,3,1
No,Non-Travel,543,2,Marketing,1731,High,3,Sales Executive,Medium,Married,4978,No,1,3,1,1,3
No,Travel_Rarely,1277,2,Life Sciences,1732,High,3,Sales Executive,Very High,Divorced,10368,Yes,1,5,10,3,4
Yes,Travel_Rarely,1456,13,Marketing,1733,Medium,2,Sales Executive,Low,Divorced,6134,Yes,3,3,2,1,3
Yes,Travel_Rarely,964,1,Life Sciences,1734,Low,1,Sales Executive,Medium,Single,6735,No,0,2,0,1,3
No,Travel_Rarely,160,4,Medical,1735,High,3,Laboratory Technician,Medium,Single,3295,No,0,3,3,2,2
No,Travel_Frequently,163,24,Technical Degree,1736,Very High,3,Manufacturing Director,Very High,Single,5238,No,0,3,5,2,3
No,Non-Travel,792,1,Life Sciences,1737,Very High,3,Laboratory Technician,Very High,Married,6472,Yes,1,2,9,3,3
No,Travel_Rarely,371,19,Life Sciences,1739,Very High,1,Sales Executive,High,Married,9610,No,1,2,4,2,4
No,Travel_Rarely,611,7,Medical,1740,Medium,3,Manager,Medium,Single,19833,No,0,3,21,4,4
No,Travel_Rarely,176,4,Life Sciences,1744,High,1,Human Resources,High,Married,9756,No,2,2,5,2,4
No,Travel_Frequently,1312,2,Technical Degree,1745,Very High,2,Research Scientist,Low,Single,4968,No,0,2,9,3,3
No,Travel_Frequently,897,10,Medical,1746,Low,3,Human Resources,Very High,Married,2145,No,1,2,2,1,1
Yes,Travel_Frequently,600,8,Human Resources,1747,High,2,Human Resources,Very High,Divorced,2180,No,1,0,4,2,1
No,Travel_Rarely,1003,5,Technical Degree,1749,Low,3,Sales Executive,High,Married,8346,No,1,3,5,2,3
No,Travel_Rarely,1054,8,Medical,1751,High,3,Research Scientist,Very High,Single,3445,No,0,5,6,3,2
Yes,Travel_Rarely,428,9,Marketing,1752,Medium,1,Sales Representative,Medium,Single,2760,No,0,3,2,1,1
No,Travel_Frequently,461,1,Life Sciences,1753,Very High,4,Healthcare Representative,High,Single,6294,Yes,0,5,3,2,3
No,Travel_Rarely,979,15,Marketing,1754,High,2,Sales Executive,Low,Divorced,7140,No,1,2,7,3,3
No,Travel_Rarely,181,2,Medical,1755,Very High,4,Research Scientist,Very High,Married,2932,Yes,3,3,5,2,2
No,Non-Travel,1283,2,Marketing,1756,Very High,3,Sales Executive,Medium,Single,5147,No,0,2,11,4,3
No,Travel_Rarely,1313,11,Marketing,1757,Very High,3,Sales Executive,Very High,Single,4507,No,0,1,5,2,2
Yes,Travel_Rarely,211,16,Life Sciences,1758,Low,3,Sales Executive,Low,Single,8564,Yes,0,2,0,1,4
No,Travel_Frequently,594,2,Medical,1760,High,2,Laboratory Technician,Medium,Married,2468,No,1,4,6,3,1
Yes,Travel_Rarely,1079,16,Marketing,1761,Low,3,Sales Executive,High,Married,8161,No,3,2,1,1,3
No,Travel_Rarely,590,4,Technical Degree,1762,Very High,2,Research Scientist,Low,Divorced,2109,No,1,2,1,1,1
No,Travel_Rarely,305,16,Life Sciences,1763,High,4,Healthcare Representative,High,Married,5294,No,1,3,7,3,3
No,Non-Travel,953,5,Technical Degree,1764,Medium,3,Research Scientist,Medium,Single,2718,No,0,3,7,3,1
No,Travel_Rarely,833,18,Medical,1766,Medium,1,Healthcare Representative,Very High,Married,5811,Yes,1,2,1,1,3
Yes,Travel_Frequently,807,17,Technical Degree,1767,High,2,Research Scientist,High,Married,2437,Yes,1,4,1,1,1
No,Travel_Rarely,855,12,Medical,1768,Medium,3,Laboratory Technician,Medium,Divorced,2766,No,3,6,5,2,1
No,Travel_Rarely,478,2,Medical,1770,High,2,Research Director,Low,Married,19038,No,3,2,1,1,4
No,Non-Travel,775,4,Technical Degree,1771,Very High,3,Research Scientist,Medium,Divorced,3055,No,2,2,9,3,2
No,Travel_Rarely,548,9,Life Sciences,1772,High,3,Laboratory Technician,Low,Divorced,2289,No,2,2,5,2,1
No,Non-Travel,1375,10,Life Sciences,1774,Very High,3,Sales Executive,High,Divorced,4001,Yes,1,3,15,4,2
No,Non-Travel,661,1,Medical,1775,Low,2,Manufacturing Director,High,Married,12965,Yes,3,2,3,2,4
No,Travel_Rarely,244,2,Life Sciences,1778,Medium,3,Human Resources,Very High,Single,3539,No,0,5,9,3,2
No,Travel_Rarely,511,3,Life Sciences,1779,Very High,1,Sales Executive,Very High,Single,6029,No,0,3,2,1,3
Yes,Travel_Rarely,337,7,Marketing,1780,Medium,3,Sales Representative,Medium,Single,2679,No,0,3,1,1,1
No,Travel_Rarely,1153,6,Other,1782,Very High,2,Laboratory Technician,High,Married,3702,No,1,3,5,2,2
Yes,Travel_Rarely,1294,8,Medical,1783,High,3,Laboratory Technician,Low,Married,2398,Yes,0,6,1,1,1
No,Travel_Rarely,196,29,Marketing,1784,Low,2,Sales Executive,Very High,Married,5468,No,2,3,12,4,3
No,Travel_Rarely,942,3,Technical Degree,1786,Low,3,Manager,High,Married,13116,No,0,2,2,1,4
No,Travel_Rarely,589,9,Marketing,1787,Medium,2,Sales Executive,Medium,Married,4189,No,2,2,5,2,2
No,Travel_Rarely,734,2,Medical,1789,High,3,Research Director,Very High,Divorced,19328,Yes,1,3,2,1,4
No,Travel_Rarely,1383,10,Life Sciences,1790,Very High,3,Healthcare Representative,Low,Married,8321,Yes,1,1,12,4,3
Yes,Travel_Frequently,429,1,Medical,1792,High,3,Research Scientist,Medium,Divorced,2342,Yes,3,2,5,2,1
No,Travel_Rarely,1239,8,Other,1794,High,3,Human Resources,Medium,Divorced,4071,No,0,4,10,3,2
Yes,Travel_Rarely,303,27,Life Sciences,1797,High,3,Sales Executive,Very High,Single,5813,Yes,0,2,10,3,3
No,Travel_Rarely,867,8,Life Sciences,1798,Very High,4,Research Scientist,Low,Married,3143,No,1,1,10,3,2
No,Travel_Rarely,1181,1,Life Sciences,1799,High,3,Research Scientist,Very High,Married,2044,No,1,6,5,2,1
No,Travel_Rarely,1253,10,Medical,1800,High,3,Research Director,High,Single,13464,No,0,3,4,2,4
No,Non-Travel,849,26,Life Sciences,1801,Medium,2,Sales Executive,Medium,Single,7991,No,0,3,2,1,3
No,Travel_Rarely,616,2,Life Sciences,1802,High,3,Laboratory Technician,Low,Married,3377,No,1,5,4,2,2
No,Travel_Rarely,1128,13,Medical,1803,Medium,4,Healthcare Representative,Low,Married,5538,No,2,2,0,1,3
No,Non-Travel,1180,2,Medical,1804,Medium,3,Manufacturing Director,Very High,Divorced,5762,No,1,6,7,3,3
No,Non-Travel,1336,2,Human Resources,1805,Low,3,Human Resources,Medium,Divorced,2592,No,3,3,11,4,1
Yes,Travel_Frequently,234,9,Life Sciences,1807,Very High,3,Laboratory Technician,Low,Married,5346,No,1,3,7,3,3
Yes,Travel_Rarely,370,10,Medical,1809,Very High,3,Manufacturing Director,Low,Single,4213,No,0,4,10,3,2
No,Travel_Frequently,766,20,Life Sciences,1812,High,3,Sales Executive,Very High,Divorced,4127,No,1,6,2,1,2
No,Non-Travel,343,9,Life Sciences,1813,Low,3,Research Scientist,High,Single,2438,No,0,2,3,2,1
No,Travel_Rarely,447,5,Life Sciences,1814,Medium,4,Healthcare Representative,Medium,Single,6870,No,0,3,3,2,3
No,Travel_Rarely,796,4,Marketing,1815,High,3,Sales Executive,High,Divorced,10447,Yes,1,3,22,4,4
No,Travel_Rarely,1092,10,Medical,1816,Low,3,Manufacturing Director,High,Single,9667,No,0,3,7,3,4
Yes,Travel_Rarely,920,20,Medical,1818,Very High,3,Human Resources,Medium,Married,2148,Yes,0,3,5,2,1
Yes,Travel_Rarely,261,21,Medical,1821,Very High,3,Healthcare Representative,Medium,Married,8926,No,1,2,9,3,4
No,Travel_Rarely,1194,1,Life Sciences,1822,High,3,Healthcare Representative,Very High,Divorced,6513,No,1,3,5,2,3
No,Travel_Rarely,810,8,Technical Degree,1823,Medium,4,Sales Executive,High,Married,6799,No,2,5,10,3,3
No,Non-Travel,350,2,Medical,1824,Medium,3,Manager,Medium,Divorced,16291,No,1,0,16,4,4
No,Travel_Rarely,185,23,Medical,1826,Medium,1,Laboratory Technician,High,Married,2705,No,1,2,5,2,1
No,Travel_Rarely,1001,4,Life Sciences,1827,High,2,Manufacturing Director,Medium,Divorced,10333,Yes,1,4,22,4,4
No,Travel_Rarely,750,12,Life Sciences,1829,Medium,3,Healthcare Representative,Low,Divorced,4448,No,1,3,7,3,2
No,Travel_Rarely,431,7,Medical,1830,Very High,3,Research Scientist,Very High,Married,6854,No,1,2,7,3,3
No,Travel_Frequently,1125,7,Marketing,1833,Low,3,Sales Executive,Low,Married,9637,No,2,3,3,2,4
No,Travel_Rarely,1217,1,Medical,1834,High,3,Research Scientist,Low,Married,3591,No,1,3,3,2,2
No,Travel_Rarely,723,2,Marketing,1835,Medium,1,Sales Representative,Very High,Married,5405,Yes,2,4,4,2,3
No,Travel_Rarely,572,10,Medical,1836,High,3,Sales Executive,Very High,Single,4684,No,0,4,5,2,2
No,Travel_Frequently,1216,15,Life Sciences,1837,Low,3,Research Director,High,Married,15787,Yes,0,3,2,1,4
No,Non-Travel,1431,14,Medical,1839,Medium,3,Research Scientist,High,Single,1514,No,0,4,0,1,1
Yes,Travel_Rarely,359,18,Human Resources,1842,Very High,4,Human Resources,Low,Married,2956,No,0,4,1,1,2
Yes,Travel_Rarely,350,13,Human Resources,1844,Low,2,Human Resources,Low,Divorced,2335,Yes,3,3,2,1,1
No,Non-Travel,589,2,Life Sciences,1845,High,3,Sales Executive,High,Married,5154,No,2,3,8,3,3
No,Travel_Rarely,430,2,Other,1847,Very High,3,Research Scientist,Medium,Married,6962,Yes,1,2,1,1,3
No,Travel_Frequently,1422,2,Life Sciences,1849,Low,3,Sales Executive,Very High,Married,5675,No,1,5,7,3,3
No,Travel_Frequently,1297,5,Life Sciences,1850,Very High,3,Laboratory Technician,Very High,Single,2379,Yes,0,3,5,2,1
No,Travel_Frequently,574,20,Medical,1852,Very High,3,Laboratory Technician,Very High,Married,3812,No,0,3,11,4,2
No,Travel_Frequently,1318,10,Marketing,1853,Very High,3,Sales Executive,Very High,Single,4648,No,0,2,0,1,2
No,Non-Travel,355,10,Technical Degree,1854,High,3,Research Scientist,High,Married,2936,No,2,1,6,3,2
No,Travel_Rarely,207,9,Life Sciences,1856,Medium,3,Laboratory Technician,High,Single,2105,No,0,2,2,1,1
No,Travel_Rarely,706,2,Life Sciences,1857,Very High,3,Manufacturing Director,Very High,Divorced,8578,No,1,4,9,3,4
No,Non-Travel,280,1,Life Sciences,1858,High,3,Human Resources,Very High,Divorced,2706,No,1,2,3,2,1
No,Travel_Rarely,726,29,Life Sciences,1859,Very High,1,Healthcare Representative,High,Divorced,6384,No,2,3,7,3,3
No,Travel_Rarely,1142,8,Life Sciences,1860,Very High,3,Laboratory Technician,High,Single,3968,No,0,3,0,1,2
Yes,Travel_Rarely,414,2,Marketing,1862,High,2,Sales Executive,Medium,Single,9907,Yes,0,3,2,1,4
No,Travel_Rarely,1319,3,Technical Degree,1863,Low,4,Sales Executive,Low,Divorced,13225,No,1,5,19,4,4
No,Travel_Rarely,728,23,Medical,1864,Medium,2,Sales Representative,High,Married,3540,No,1,5,9,3,2
No,Travel_Rarely,352,6,Medical,1865,Very High,2,Human Resources,Medium,Married,2804,No,0,3,1,1,1
No,Travel_Rarely,823,6,Medical,1866,Low,2,Manager,High,Married,19392,No,0,2,16,4,4
No,Travel_Rarely,1224,10,Life Sciences,1867,Very High,2,Research Director,Medium,Married,19665,No,0,3,22,4,4
Yes,Travel_Frequently,459,24,Life Sciences,1868,Very High,2,Research Scientist,Very High,Single,2439,Yes,0,3,1,1,1
Yes,Travel_Rarely,1254,10,Life Sciences,1869,High,3,Sales Executive,Medium,Married,7314,No,3,2,8,3,3
No,Travel_Frequently,1131,15,Life Sciences,1870,Very High,2,Research Scientist,Low,Married,4774,No,1,2,7,3,2
No,Travel_Rarely,835,19,Other,1871,Very High,3,Research Scientist,Very High,Divorced,3902,No,3,2,2,1,2
No,Travel_Rarely,836,2,Technical Degree,1873,Medium,2,Research Scientist,Very High,Married,2662,No,1,2,5,2,1
No,Travel_Rarely,1172,3,Medical,1875,Medium,3,Sales Representative,Medium,Married,2856,No,1,3,1,1,1
Yes,Travel_Rarely,945,9,Medical,1876,Medium,3,Sales Representative,Very High,Single,1081,No,0,3,1,1,1
Yes,Travel_Rarely,391,7,Life Sciences,1878,Very High,3,Research Scientist,Medium,Single,2472,Yes,0,2,1,1,1
No,Travel_Rarely,1266,10,Technical Degree,1880,Medium,2,Sales Executive,High,Married,5673,Yes,1,4,10,3,3
No,Travel_Rarely,311,20,Life Sciences,1881,Medium,3,Laboratory Technician,High,Divorced,4197,No,1,2,10,3,2
No,Travel_Rarely,1480,4,Life Sciences,1882,High,3,Sales Executive,Very High,Married,9713,Yes,3,3,5,2,4
No,Travel_Rarely,592,7,Life Sciences,1883,Very High,3,Laboratory Technician,Low,Single,2062,No,0,2,3,2,1
No,Travel_Rarely,783,7,Medical,1885,Very High,3,Research Scientist,Low,Married,4284,Yes,1,2,5,2,2
No,Travel_Rarely,219,16,Other,1886,Very High,2,Manufacturing Director,Medium,Married,4788,Yes,0,2,3,2,2
No,Travel_Rarely,556,25,Life Sciences,1888,Medium,2,Manufacturing Director,Very High,Married,5906,No,2,2,9,3,3
No,Travel_Frequently,1213,2,Human Resources,1890,Medium,2,Human Resources,Very High,Single,3886,No,0,2,10,3,2
No,Travel_Rarely,1137,1,Life Sciences,1892,Low,3,Manager,Low,Divorced,16823,No,1,3,19,4,4
No,Travel_Rarely,482,1,Life Sciences,1893,Medium,2,Research Scientist,High,Married,2933,Yes,1,3,1,1,2
No,Travel_Rarely,511,2,Medical,1898,Low,4,Sales Executive,High,Single,6500,No,0,5,8,3,3
No,Travel_Frequently,117,22,Medical,1900,Very High,3,Manager,Very High,Divorced,17174,No,1,3,22,4,4
No,Travel_Rarely,170,1,Life Sciences,1903,Medium,4,Healthcare Representative,Low,Married,5033,No,1,5,2,1,3
Yes,Non-Travel,967,16,Technical Degree,1905,Very High,1,Research Scientist,Low,Married,2307,Yes,1,2,5,2,1
Yes,Travel_Rarely,1162,24,Life Sciences,1907,Low,3,Laboratory Technician,Very High,Single,2587,No,0,3,4,2,1
No,Travel_Rarely,335,17,Marketing,1908,High,2,Sales Executive,Medium,Married,5507,No,2,1,4,2,3
No,Travel_Rarely,337,8,Marketing,1909,High,3,Sales Executive,Medium,Married,4393,No,1,3,5,2,2
No,Travel_Rarely,1396,6,Medical,1911,High,3,Research Director,Low,Married,13348,No,1,3,13,4,4
No,Travel_Rarely,1079,10,Medical,1912,High,3,Sales Executive,Very High,Divorced,6583,Yes,1,2,5,2,3
No,Travel_Rarely,735,3,Medical,1915,Very High,2,Sales Executive,Very High,Married,8103,Yes,0,3,4,2,3
No,Travel_Rarely,471,4,Medical,1916,Low,4,Laboratory Technician,High,Divorced,3978,No,1,0,2,1,2
No,Travel_Frequently,1096,6,Other,1918,High,4,Laboratory Technician,Very High,Married,2544,No,1,3,7,3,1
No,Travel_Frequently,1297,1,Medical,1922,Medium,3,Healthcare Representative,High,Single,5399,No,0,3,4,2,3
No,Travel_Rarely,217,10,Marketing,1924,Medium,3,Sales Executive,High,Single,5487,No,0,2,10,3,3
No,Travel_Frequently,783,1,Life Sciences,1927,High,2,Sales Executive,Very High,Married,6834,Yes,1,2,7,3,3
Yes,Travel_Frequently,746,24,Technical Degree,1928,High,4,Sales Representative,Low,Single,1091,No,0,3,1,1,1
No,Non-Travel,1251,21,Life Sciences,1929,Low,1,Sales Executive,High,Married,5736,No,1,1,3,2,3
No,Travel_Rarely,1354,2,Technical Degree,1931,Medium,3,Research Scientist,Medium,Married,2226,No,1,3,5,2,1
No,Travel_Frequently,735,22,Other,1932,High,2,Research Scientist,Very High,Married,5747,Yes,0,3,15,4,3
Yes,Travel_Rarely,1475,13,Marketing,1933,Very High,3,Sales Executive,High,Single,9854,Yes,0,0,2,1,4
No,Non-Travel,1169,14,Technical Degree,1934,High,3,Research Scientist,Medium,Married,5467,No,1,4,8,3,3
No,Travel_Rarely,1443,11,Marketing,1935,Very High,2,Sales Executive,Low,Married,5380,No,1,3,0,1,3
No,Travel_Rarely,867,9,Medical,1936,Low,3,Manufacturing Director,Low,Married,5151,No,1,3,10,3,3
No,Travel_Frequently,1394,8,Medical,1937,Very High,2,Research Scientist,Medium,Divorced,2133,Yes,1,3,20,4,1
No,Travel_Rarely,605,21,Life Sciences,1938,Very High,3,Manager,Very High,Married,17875,Yes,1,2,1,1,4
Yes,Travel_Frequently,238,5,Life Sciences,1939,Low,4,Research Scientist,High,Single,2432,Yes,0,2,4,2,1
No,Travel_Rarely,1206,9,Life Sciences,1940,Medium,3,Research Scientist,Very High,Divorced,4771,No,2,0,5,2,2
No,Travel_Frequently,1064,2,Life Sciences,1941,Medium,3,Research Director,Very High,Married,19161,No,0,3,5,2,4
No,Travel_Rarely,419,12,Marketing,1943,Medium,3,Sales Executive,Very High,Divorced,5087,Yes,2,4,0,1,3
Yes,Travel_Frequently,1337,22,Human Resources,1944,Low,2,Human Resources,Medium,Married,2863,No,0,2,1,1,1
No,Travel_Rarely,682,18,Medical,1945,Medium,3,Sales Executive,Low,Married,5561,No,1,2,5,2,3
No,Non-Travel,1103,16,Medical,1947,High,3,Research Scientist,High,Single,2144,No,0,3,5,2,1
No,Non-Travel,976,3,Medical,1948,High,3,Research Scientist,Low,Divorced,3065,Yes,1,3,4,2,2
No,Non-Travel,1351,9,Life Sciences,1949,Low,4,Laboratory Technician,Medium,Married,2810,No,0,3,5,2,1
No,Travel_Rarely,937,1,Marketing,1950,Low,3,Sales Executive,Very High,Single,9888,No,0,3,14,4,4
No,Travel_Rarely,1239,13,Medical,1951,Very High,3,Sales Executive,High,Divorced,8628,No,1,2,8,3,4
No,Travel_Rarely,157,1,Medical,1952,High,3,Laboratory Technician,Low,Single,2867,No,0,6,7,3,1
No,Travel_Rarely,136,1,Life Sciences,1954,Low,3,Healthcare Representative,Low,Married,5373,No,1,5,5,2,3
No,Non-Travel,1146,15,Medical,1955,High,3,Healthcare Representative,Very High,Divorced,6667,No,1,6,5,2,3
No,Travel_Frequently,1125,1,Life Sciences,1956,Very High,1,Research Scientist,Low,Married,5003,No,0,6,10,3,3
Yes,Travel_Rarely,1404,17,Technical Degree,1960,High,2,Laboratory Technician,Very High,Divorced,2367,No,1,2,4,2,1
No,Travel_Rarely,1404,1,Life Sciences,1961,Low,2,Sales Representative,Low,Single,2858,No,0,3,1,1,1
No,Travel_Rarely,1224,7,Life Sciences,1962,High,3,Sales Executive,Very High,Married,5204,Yes,0,2,10,3,3
No,Travel_Rarely,954,9,Marketing,1965,Very High,3,Sales Executive,Very High,Single,4105,No,0,5,7,3,2
No,Travel_Rarely,1373,5,Life Sciences,1966,Very High,2,Manufacturing Director,Very High,Single,9679,No,0,1,1,1,4
Yes,Travel_Frequently,754,26,Marketing,1967,Low,3,Sales Executive,Very High,Married,5617,Yes,0,4,10,3,3
Yes,Travel_Rarely,1168,24,Life Sciences,1968,Low,3,Sales Executive,Low,Single,10448,Yes,0,2,2,1,4
No,Travel_Rarely,155,9,Life Sciences,1969,Low,3,Research Scientist,High,Married,2897,No,2,6,4,2,1
No,Travel_Frequently,1303,7,Life Sciences,1970,Very High,3,Healthcare Representative,High,Divorced,5968,No,3,2,9,3,3
No,Travel_Rarely,574,11,Life Sciences,1971,Low,3,Healthcare Representative,High,Married,7510,No,1,1,10,3,3
No,Travel_Frequently,1444,1,Other,1972,Very High,3,Human Resources,Medium,Married,2991,Yes,1,2,6,3,2
No,Travel_Rarely,189,26,Human Resources,1973,High,4,Manager,Medium,Married,19636,Yes,1,0,10,3,4
No,Travel_Rarely,1276,2,Medical,1974,Very High,1,Laboratory Technician,Very High,Divorced,1129,Yes,3,4,1,1,1
No,Travel_Rarely,119,15,Marketing,1975,Medium,3,Sales Executive,Low,Single,13341,No,0,3,20,4,4
No,Non-Travel,335,23,Life Sciences,1976,Very High,2,Research Scientist,High,Single,4332,No,0,2,20,4,2
No,Non-Travel,697,10,Medical,1979,High,3,Research Director,High,Married,11031,No,1,2,11,4,4
No,Travel_Rarely,157,10,Medical,1980,High,3,Manufacturing Director,Low,Single,4440,Yes,0,3,5,2,2
No,Travel_Rarely,771,1,Life Sciences,1981,Medium,2,Healthcare Representative,High,Single,4617,No,0,2,4,2,2
No,Travel_Rarely,571,12,Other,1982,Very High,3,Laboratory Technician,Very High,Single,2647,No,0,6,5,2,1
No,Travel_Frequently,692,11,Technical Degree,1985,Very High,3,Laboratory Technician,High,Married,6323,No,1,2,10,3,3
No,Travel_Rarely,444,2,Marketing,1986,Medium,3,Sales Executive,Medium,Married,5677,No,1,4,11,4,3
No,Travel_Rarely,309,2,Human Resources,1987,High,3,Human Resources,Medium,Married,2187,No,0,3,2,1,1
No,Travel_Rarely,911,1,Medical,1989,Very High,3,Laboratory Technician,Medium,Married,3748,No,0,6,12,4,2
No,Travel_Rarely,977,2,Other,1992,Very High,3,Laboratory Technician,High,Divorced,3977,Yes,1,2,2,1,2
No,Travel_Rarely,1180,25,Medical,1993,Low,3,Healthcare Representative,High,Single,8633,No,0,3,17,4,4
No,Non-Travel,1313,1,Medical,1994,Medium,2,Laboratory Technician,High,Divorced,2008,No,3,2,1,1,1
No,Travel_Rarely,1321,1,Life Sciences,1995,Very High,3,Sales Executive,Medium,Married,4440,No,2,3,15,4,2
No,Travel_Rarely,1154,2,Life Sciences,1996,Low,3,Sales Representative,High,Married,3067,No,1,1,2,1,2
No,Travel_Frequently,508,6,Life Sciences,1997,Low,2,Manufacturing Director,High,Married,5321,No,1,1,8,3,3
